idsupermercado;nombreproducto;precioproducto;precioporunidadproducto
2;Salchichón de pavo extra Hacendado lonchas;2.80;18.67
2;Longaniza de pavo extra Hacendado lonchas;2.80;22.40
2;Tiras de pechuga pollo al horno Hacendado;2.25;16.07
2;Jamón de pavo Hacendado finas lonchas;1.85;8.22
2;Tiras de pechuga de pollo al natural Hacendado;2.25;16.07
2;Sticks longaniza de pollo extra Hacendado;1.30;26.00
2;Pechuga de pollo braseada Hacendado finas lonchas;2.20;11.00
2;Pechuga de pavo al horno de leña Campofrío lonchas;1.80;14.40
2;Pechuga 92% pavo Hacendado lonchas;2.75;13.75
2;Pechuga de pavo Noel lonchas muy finas;2.35;11.75
2;Pollo 97% relleno La Carloteña asado al horno lonchas;2.40;16.00
2;Jamón de pavo Hacendado;2.70;5.40
2;Longaniza de pavo Imperial extra Hacendado;4.20;17.87
2;Cabeza de cerdo finas lonchas Hacendado;1.70;11.33
2;Pechuguita de pollo 99% La Carloteña asada al horno lonchas;2.60;20.80
2;Maxi pavo Hacendado finas lonchas;2.95;7.38
2;Lomo asado La Carloteña lonchas;2.60;20.80
2;Jamón cocido extra Hacendado finas lonchas;3.45;7.67
2;Jamón cocido extra Hacendado finas lonchas;2.00;10.00
2;Jamón cocido extra Hacendado lonchas;2.05;10.25
2;Jamón cocido Hacendado lonchas;2.35;11.75
2;Jamón cocido extra sándwich Hacendado lonchas;2.05;8.20
2;Maxi york Hacendado finas lonchas;2.40;4.80
2;Jamón cocido extra Noel lonchas;2.25;11.25
2;Jamón cocido jugoso Hacendado;1.80;8.00
2;Jamón cocido braseado Noel lonchas;2.25;11.25
2;Jamón cocido Noel lonchas;2.30;19.17
2;Fiambre magro sándwich Hacendado lonchas;1.85;6.17
2;Lacón cortado a mano Noel;3.35;13.40
2;Magro de cerdo cocido Coren;2.69;11.21
2;Maxi york Hacendado;6.24;3.12
2;Lacón al horno Noel lonchas;2.15;10.75
2;Maxi lomo Hacendado finas lonchas;2.60;6.50
2;Pechuga de pollo 92% Hacendado lonchas;2.75;13.75
2;Bacón Hacendado cintas;2.30;9.20
2;Bacón ahumado La Selva lonchas;2.20;10.48
2;Bacón Oscar Mayer lonchas;2.29;15.27
2;Bacón ahumado sin corteza La Selva;2.92;9.75
2;Panceta salada ibérica La Hacienda del ibérico;3.24;9.00
2;Lomo back bacon Hacendado;2.65;13.27
2;Panceta curada sin corteza La Selva lonchas;2.55;12.75
2;Salchichas cocidas estilo Frankfurt Hacendado de pollo y cerdo sabor ahumado;1.90;2.70
2;Salchichas cocidas Hacendado de pollo y pavo sabor ahumado;1.30;3.25
2;Salchichas cocidas Schara de cerdo ahumadas;4.25;12.50
2;Salchichas cocidas estilo Viena con queso Hacendado de pollo y cerdo sabor ahumado;1.40;3.50
2;Salchichas cocidas con leche Campofrío de pollo. cerdo y pavo;1.15;6.76
2;Salchichas cocidas hot dog bocadillo Oscar Mayer Classic de pollo y cerdo sabor ahumado;1.85;6.73
2;Salchichas cocidas estilo Frankfurt con queso Hacendado de pollo y cerdo sabor ahumado;1.85;2.89
2;Salchichas cocidas bocata Hacendado de pollo y pavo sabor ahumado;1.90;4.75
2;Salchichas cocidas bocata gourmet Hacendado de cerdo sabor ahumado;2.30;6.57
2;Salchichas cocidas de cerdo estilo Bratwurst Hacendado;2.35;6.71
2;Salchichas cocidas bocata queso Hacendado;1.95;5.57
2;Salchichas cocidas bocata Hacendado;1.70;4.86
2;Salchichas cocidas Frankfurt La Selva;2.25;4.89
2;Salchichas cocidas estilo Frankfurt Campofrío sabor ahumado;2.45;4.38
2;Salchichas cocidas de cerdo Hacendado estilo parrillero;2.40;8.00
2;Chopped cerdo Hacendado lonchas;1.39;5.56
2;Chopped cocido en lata Hacendado finas lonchas;1.71;11.40
2;Chopped Hacendado;2.25;4.50
2;Mortadela Hacendado lonchas;1.25;5.00
2;Mortadela con aceitunas Hacendado lonchas;1.25;5.00
2;Mortadela italiana Hacendado finas lonchas;1.75;11.67
2;Mortadela Hacendado;3.60;4.00
2;Galantina con pistacho y trufa Hacendado finas lonchas;1.80;12.00
2;Mortadela de pavo Hacendado finas lonchas;1.50;7.50
2;Cabeza de cerdo trufa con pistachos Hacendado finas lonchas;2.25;15.00
2;Mortadela de pavo con aceitunas Hacendado finas lonchas;1.50;7.50
2;Fuet espetec Hacendado;2.57;2.57
2;Salchichón extra Hacendado lonchas;2.05;8.54
2;Sticks longaniza extra Hacendado;1.10;22.00
2;Longaniza de Pascua extra Hacendado;2.35;16.79
2;Salchichón extra Hacendado lonchas;2.45;12.25
2;Longaniza de payés extra Hacendado lonchas;2.07;16.56
2;Salami extra Hacendado lonchas;1.95;8.13
2;Salchichón extra pimienta Hacendado finas lonchas;1.85;18.50
2;Salchichón de cebo ibérico cortado a máquina;2.61;29.00
2;Salchichón de bellota ibérico cortado a máquina;3.33;37.00
2;Salchichón ibérico extra La Hacienda del ibérico lonchas;2.30;18.40
2;Longaniza de pavo Imperial extra Hacendado;4.20;17.87
2;Longaniza clásica extra Hacendado;2.80;2.80
2;Longaniza de payés extra Hacendado;4.98;4.98
2;Salami montañés extra El Pozo;1.85;1.85
2;Salchichón cular ibérico extra La Hacienda del ibérico;9.50;19.00
2;Mini salchichón ibérico extra La Hacienda del ibérico;2.65;13.25
2;Salchichón cular ibérico extra La Hacienda del ibérico;15.58;19.00
2;Salchichón de bellota ibérico La Hacienda del Ibérico;27.00;27.00
2;Longaniza de Aragón extra Cárnicas Gállego;3.25;13.00
2;Longaniza de pavo extra Hacendado lonchas;2.80;22.40
2;Salchichón de pavo extra Hacendado lonchas;2.80;18.67
2;Sticks de salami extra Hacendado;1.10;22.00
2;Pepperoni en lonchas Hacendado;1.60;21.33
2;Salami extra pimienta Hacendado finas lonchas;1.75;17.50
2;Chorizo Pamplona extra Hacendado lonchas;2.05;8.54
2;Chorizo extra Hacendado lonchas;2.10;8.75
2;Chorizo de pavo extra Hacendado lonchas;2.80;18.67
2;Chorizo ibérico extra La Hacienda del ibérico lonchas;2.30;18.40
2;Chorizo picante extra Hacendado;2.49;8.89
2;Taquitos de chorizo extra Revilla;2.55;12.75
2;Chorizo picante extra Hacendado lonchas;2.50;10.42
2;Chorizo extra pimienta Hacendado finas lonchas;1.85;18.50
2;Chorizo de cebo ibérico cortado a máquina;2.61;29.00
2;Chorizo de bellota ibérico cular cortado a máquina;3.33;37.00
2;Chorizo dulce extra Hacendado;2.49;8.89
2;Mini chorizo ibérico extra La Hacienda del ibérico;2.65;13.25
2;Chorizo de Tarancón Bricio;3.20;3.20
2;Chorizo cular ibérico extra La Hacienda del ibérico;9.50;19.00
2;Chorizo cular ibérico extra La Hacienda del ibérico;18.62;19.00
2;Chorizo de bellota ibérico extra cular Juan del Roble;31.05;27.00
2;Chorizo sarta extra ahumado De León;4.30;12.29
2;Chorizo sarta extra picante De León;4.30;12.29
2;Lomo embuchado Hacendado lonchas;2.70;18.00
2;Cabecero de lomo Hacendado lonchas;2.30;18.40
2;Butifarra catalana Hacendado lonchas;1.84;12.27
2;Lomo de cebo ibérico cortado a máquina;4.77;53.00
2;Lomo de bellota ibérico cortado a máquina;5.85;65.00
2;Surtido de ibéricos La Hacienda del ibérico;6.50;32.50
2;Lomo de pavo Hacendado lonchas;3.20;25.60
2;Lomo Hacendado;6.13;17.50
2;Caña de lomo cebo ibérico La Hacienda del ibérico;21.50;43.00
2;Lomo de bellota ibérico Juan del Roble;98.80;52.00
2;Caña de lomo cebo ibérico La Hacienda del ibérico;68.80;43.00
2;Jamón serrano Incarlopsa lonchas extrafinas;2.35;19.58
2;Mini taquitos de jamón Incarlopsa;2.65;14.72
2;Jamón serrano lonchas Incarlopsa;3.95;16.46
2;Jamón serrano cortado a máquina;4.50;25.00
2;Jamón cebo ibérico cortado a máquina;9.54;53.00
2;Jamón serrano reserva cortado a tapas;3.60;40.00
2;Jamón cebo ibérico cortado a tapas;7.02;78.00
2;Jamón bellota ibérico cortado a tapas;12.60;140.00
2;Jamón bellota ibérico 100% cortado a tapas;14.85;165.00
2;Jamón de Teruel cortado a tapas;4.95;55.00
2;Jamón de cebo ibérico 50% raza ibérica La Hacienda del Ibérico;4.90;49.00
2;Jamón serrano medias lonchas Jamcal;3.95;16.46
2;Paleta curada lonchas Paletas Marpa;2.20;18.33
2;Jamón de Trevélez lonchas extra finas Antonio Álvarez;3.50;29.17
2;Taquitos de jamón Incarlopsa;2.65;13.25
2;Taco jamón curado;3.74;17.00
2;Hueso garrón;1.16;4.00
2;Surtido de ibéricos La Hacienda del ibérico;6.50;32.50
2;Panceta salada ibérica La Hacienda del ibérico;3.24;9.00
2;Cecina ahumada natural Embutidos Pajariel lonchas;3.80;38.00
2;Jamón serrano gran reserva Costa Brava sin aditivos lonchas;2.30;25.56
2;Jamón serrano Incarlopsa;65.00;9.56
2;Jamón de cebo ibérico La Hacienda del Ibérico;144.50;17.00
2;Jamón de bellota ibérico 50% La Hacienda del Ibérico;414.00;46.00
2;Jamón bellota ibérico 100% Covap;504.00;56.00
2;Jamón de Teruel raza Duroc El Cierzo;89.00;11.87
2;Paleta de cebo ibérica La Hacienda del Ibérico;62.00;15.50
2;Paté de cerdo La Piara tapa negra;3.95;15.13
2;Paté de cerdo sabor suave Hacendado;1.35;5.63
2;Paté de cerdo con finas hierbas Hacendado;1.10;6.88
2;Paté de cerdo con pimienta Hacendado;1.10;6.88
2;Paté de cerdo con pimienta verde Hacendado;1.45;14.50
2;Paté de atún Hacendado;2.00;8.33
2;Paté de cerdo con finas hierbas Hacendado;1.45;14.50
2;Paté de salmón Hacendado;1.10;6.88
2;Paté de jamón Hacendado;1.10;6.88
2;Paté de cerdo ibérico Hacendado;1.75;7.29
2;Paté de cerdo sabor intenso Hacendado;1.75;7.29
2;Paté de cerdo y pollo con trufa y arándanos Hacendado;1.85;18.50
2;Mousse de pato Hacendado;1.90;19.00
2;Paté de cerdo Hacendado con cebolla caramelizada;1.55;11.92
2;Foie gras entero de pato Hacendado;8.30;83.00
2;Bloc foie gras de pato Hacendado;5.25;52.50
2;Paté de cerdo campaña Casa Julia;1.30;13.00
2;Paté de pollo asado Hacendado;1.10;6.88
2;Sobrasada selecta L'Illa especialidades;2.20;8.80
2;Sobrasada ibérica L'Illa especialidades;2.50;10.00
2;Sobrasada de Mallorca Can Pere Joan;4.40;10.48
2;Sobrasada con miel L'Illa especialidades;2.50;10.00
2;Sobrasada picante L'Illa especialidades;2.20;8.80
2;Queso curado mezcla Hacendado;18.06;11.08
2;Queso curado mezcla Hacendado cortado en cuñitas;4.75;14.40
2;Queso curado mezcla Hacendado;4.76;11.60
2;Queso curado mezcla Hacendado;12.31;11.29
2;Queso grana padano Zanetti;3.78;16.45
2;Queso viejo tostado mezcla Hacendado;20.94;13.42
2;Queso viejo tostado mezcla Hacendado;5.59;14.15
2;Queso curado y cheddar Hacendado en dados;1.15;9.20
2;Queso viejo de oveja Hacendado;19.64;12.75
2;Queso viejo de oveja Hacendado;4.31;13.90
2;Queso añejo fuerte de oveja Hacendado;6.04;18.30
2;Queso viejo intenso mezcla Hacendado;4.74;14.36
2;Tabla de quesos nacionales Hacendado;5.00;20.83
2;Queso viejo gouda Hacendado;4.00;16.00
2;Queso viejo ahumado de oveja Hacendado;5.90;17.88
2;Queso Arzúa-Ulloa de vaca Punteiro;7.33;9.40
2;Queso curado cheddar Hacendado;3.30;11.00
2;Queso añejo de oveja al romero Hacendado;5.18;19.20
2;Queso curado DOP manchego de oveja Hacendado;5.70;21.10
2;Queso viejo cremoso de oveja Hacendado;5.29;17.63
2;Queso grana padano Hacendado en escamas;2.75;27.50
2;Queso añejo picante mezcla Hacendado;4.43;17.73
2;Queso añejo seco de oveja Hacendado;4.01;17.44
2;Queso añejo tostado mezcla Hacendado;6.19;16.74
2;Queso curado mezcla madurado en madera Hacendado;3.87;14.90
2;Queso añejo ibérico mezcla Hacendado cortado en cuñitas;6.08;19.00
2;Queso curado mezcla con trufa Hacendado;6.04;22.36
2;Queso Morbier de vaca Hacendado;4.09;20.45
2;Queso semicurado mezcla Hacendado;14.49;9.41
2;Queso semicurado mezcla Hacendado;10.79;9.99
2;Queso semicurado mezcla Hacendado;4.22;10.04
2;Queso semicurado mezcla Hacendado cortado en cuñitas;4.37;12.85
2;Queso semicurado de cabra Hacendado;4.37;14.56
2;Queso semicurado sin lactosa mezcla Hacendado;5.63;13.10
2;Queso semicurado de oveja Hacendado;3.78;13.50
2;Queso emmental de vaca Hacendado;3.15;9.00
2;Queso tierno de vaca Hacendado cortado en cuñitas;2.60;8.12
2;Queso tierno tronchón mezcla Hacendado;13.28;11.07
2;Queso tierno tronchón mezcla Hacendado;3.11;11.96
2;Queso tierno mezcla Hacendado;10.54;8.64
2;Queso tierno mezcla Hacendado;3.21;9.16
2;Queso tierno mezcla Hacendado cortado en cuñitas;3.88;11.95
2;Queso tierno bajo en sal mezcla Hacendado;3.80;10.87
2;Queso tierno maasdam de vaca Holland Corona;3.70;9.25
2;Queso tierno gouda de vaca Holland;3.80;8.44
2;Queso tierno bola edam de vaca Holland Corona;4.10;9.01
2;Queso tierno de cabra Hacendado;4.73;13.52
2;Queso lonchas cremoso de vaca Hacendado;3.00;10.00
2;Queso lonchas tierno mezcla Entrepinares;2.35;9.41
2;Queso lonchas cremoso light de vaca Hacendado;3.00;10.00
2;Queso lonchas semicurado mezcla Entrepinares;2.46;11.71
2;Queso lonchas fundido sándwich mezcla Hacendado;1.35;6.75
2;Queso lonchas gouda de vaca Hacendado;2.55;8.50
2;Queso lonchas de cabra Hacendado;3.06;13.90
2;Queso lonchas tierno de vaca Entrepinares;2.55;8.50
2;Queso lonchas fundido suave mezcla Hacendado;2.45;4.41
2;Queso lonchas edam de vaca Holland Corona;2.40;8.00
2;Queso lonchas mozzarella de vaca Hacendado;1.78;8.90
2;Queso lonchas cheddar de vaca Hacendado;2.05;10.25
2;Queso lonchas emmental de vaca Hacendado;2.25;11.25
2;Queso lonchas sin lactosa de vaca Hacendado;2.60;13.00
2;Queso lonchas de oveja Entrepinares;2.89;13.75
2;Queso semicurado Gouda Hacendado lonchas;2.50;10.00
2;Queso lonchas fundido burger mezcla Hacendado;1.95;6.50
2;Queso provolone de vaca Hacendado;2.60;13.00
2;Queso rallado emmental gratinar Hacendado;1.73;8.65
2;Queso rallado mozzarella pizza-Roma de vaca Hacendado;1.65;8.25
2;Queso en polvo especial pasta mezcla Hacendado;1.35;9.00
2;Queso rallado 4 quesos Hacendado;1.83;10.17
2;Queso en polvo grana padano Hacendado;1.80;18.00
2;Queso rallado especial fundir mezcla Hacendado;2.40;6.00
2;Queso rallado especial fundir mezcla Hacendado;1.35;6.75
2;Queso rallado sin lactosa de vaca Hacendado;1.75;11.67
2;Queso en porciones Hacendado;2.21;5.89
2;Queso en porciones light Hacendado;1.68;6.72
2;Queso en porciones mini Babybel;3.80;23.75
2;Queso fundido con palitos La vaca que ríe;2.59;18.50
2;Queso untar suave de vaca Hacendado;1.50;5.00
2;Queso untar original Philadelphia;2.85;10.56
2;Queso untar light Philadelphia;2.85;10.56
2;Queso untar light de vaca Hacendado;1.50;5.00
2;Crema de queso camembert Hacendado;1.80;12.00
2;Mousse de queso de vaca con ajo y finas hierbas Hacendado;1.55;10.33
2;Queso untar de vaca con finas hierbas Hacendado;1.80;9.00
2;Queso untar con queso azul de vaca Hacendado;1.90;9.50
2;Queso untar sin lactosa de vaca Hacendado;1.90;9.50
2;Crema de queso viejo tostado mezcla Hacendado;1.74;11.60
2;Crema de queso Tex-Mex Hacendado;1.60;10.67
2;Queso fresco Burgos natural Hacendado;1.98;3.96
2;Queso fresco Burgos natural Hacendado;1.09;4.36
2;Mozzarella fresca de vaca Hacendado;0.97;3.88
2;Queso fresco servilleta tradicional de vaca Hacendado;2.45;9.80
2;Queso fresco Burgos desnatado 0% m.g Hacendado;1.09;4.36
2;Queso feta mezcla Hacendado en dados;2.40;6.49
2;Queso fresco de vaca Burgo de Arias;3.30;15.28
2;Mozzarella fresca de vaca Hacendado en perlas;1.95;6.50
2;Queso fresco de cabra Hacendado;2.70;10.80
2;Queso fresco batido desnatado 0% m.g Hacendado;1.01;2.02
2;Queso fresco mascarpone de vaca Hacendado;2.65;10.60
2;Queso fresco de vaca Hacendado;1.66;6.64
2;Mozzarella fresca di bufala campana Hacendado;1.85;6.61
2;Queso fresco light de vaca Hacendado;2.20;8.80
2;Queso fresco 0% m.g de vaca Burgo de Arias;3.30;15.28
2;Requesón mezcla Hacendado;1.00;5.00
2;Queso fresco Burgos sin lactosa Hacendado;1.83;7.32
2;Queso fresco Burgos desnatado 0% m.g Hacendado;1.98;3.96
2;Queso ricotta mezcla Hacendado;1.80;9.00
2;Mozzarella fresca light de vaca Hacendado;1.02;4.08
2;Burrata fresca Hacendado;2.28;9.12
2;Queso fresco tronchón mezcla Hacendado;2.95;11.80
2;Queso fresco de cabra Hacendado;2.97;11.88
2;Queso fresco cottage semidesnatado de vaca Hacendado;1.35;6.75
2;Queso rulo de cabra Hacendado;2.35;11.75
2;Queso roquefort  de oveja Hacendado;1.90;19.00
2;Queso camembert de vaca Marcillat;2.00;8.33
2;Queso azul de vaca Hacendado;2.45;13.61
2;Queso de cabra Montesinos;3.12;15.60
2;Queso rulo con piña y almendra Liptana;1.50;15.00
2;Queso brie marcillat de vaca Plaisir de Roy;1.75;8.75
2;Queso gorgonzola de vaca Hacendado;2.13;12.55
2;Queso blando mezcla Hacendado;2.24;16.00
2;Queso precortado de cabra Hacendado;2.55;12.75
2;Arroz tres delicias Hacendado ultracongelado;2.85;2.85
2;Arroz precocido Hacendado ultracongelado;2.00;2.00
2;Risotto de setas Hacendado para microondas ultracongelados;2.00;5.71
2;Arroz negro Hacendado ultracongelado;3.00;5.00
2;Arroz con verduras Hacendado ultracongelado;2.00;2.50
2;Lasaña boloñesa familiar Hacendado ultracongelada;5.93;5.39
2;Lasaña a la boloñesa Hacendado ultracongelada;3.27;5.45
2;Canelones de carne Hacendado ultracongelados;5.93;5.39
2;Canelones de carne Hacendado ultracongelados;3.24;5.40
2;Lasaña de atún Hacendado ultracongelada;3.66;6.10
2;Lasaña de verduras Hacendado ultracongelada;3.46;5.77
2;Pasta con pollo al pesto Hacendado ultracongelada;2.50;8.33
2;Gnocchi de pollo y verduras Hacendado ultracongelados;3.00;5.00
2;Sopa con wonton de langostino y fideos Hacendado ultracongelada;4.15;13.43
2;Jamoncitos de pollo congelados;3.30;3.30
2;Alas de pollo congeladas;3.60;3.60
2;Medallones preparado de solomillo cerdo congelados marinados;3.11;10.36
2;Solomillo de pavo marinado congelado;3.12;7.80
2;Cuartos traseros de pollo congelados;5.60;2.80
2;Solomillo de cerdo marinado congelado;6.24;7.80
2;Jamoncitos de pavo duplo congelados;3.78;4.35
2;Pierna de lechal entera congelada;10.73;14.90
2;Chuletas cordero de lechal congeladas;13.75;25.00
2;Carrillada de vacuno congelado;9.28;17.50
2;Alas de pollo barbacoa congeladas;3.68;4.91
2;Helado mini surtido Hacendado;3.00;4.39
2;Helado sándwich de nata Hacendado;1.85;2.31
2;Helado mini Boom Hacendado con cobertura blanda de pasta de avellana y galleta troceada;2.90;6.04
2;Helado crocan choc vainilla Hacendado con lengua sabor chocolate;2.90;6.44
2;Helado almendrado Hacendado;2.90;4.03
2;Helado mini sándwich nata Hacendado;2.55;5.31
2;Helado mini bombón almendrado Hacendado;3.00;6.25
2;Helado sándwich super nata Hacendado;2.90;3.33
2;Helado mini bombón Hacendado sin azúcares añadidos;2.90;6.36
2;Helado mini sándwich vainilla y cookie Hacendado;2.95;5.78
2;Helado mini nocciola Hacendado;3.00;6.25
2;Helado barrita sabor cacahuete Hacendado con cobertura de chocolate con leche;3.40;11.33
2;Helado sándwich de nata Hacendado sin azúcares añadidos;2.30;2.88
2;Helado Mochi coco Hacendado;2.80;12.96
2;Castañas heladas de nata Hacendado;3.00;9.38
2;Helado vegetal mini a base de anacardo con crema de pistacho Hacendado;3.30;10.31
2;Helado Mochi mango Hacendado;2.80;12.96
2;Helado negro Hacendado;3.20;4.44
2;Medios cocos helados Hacendado;2.70;7.71
2;Helado vegetal mini triple chocolate a base de anacardo Hacendado;3.30;10.31
2;Helado blanco Hacendado;3.20;4.44
2;Helado mini bombón Biscuit Hacendado con galleta caramelizada;3.25;6.77
2;Helado mini sándwich choco cream Hacendado;2.95;5.78
2;Helado Dochi Cheesecake Hacendado de queso y masa galleta;2.85;13.19
2;Helado bombón mango blanco Hacendado con salsa de mango y cobertura de chocolate blanco con trozos de coco crujientes;3.85;7.13
2;Helado Dochi Banoffee Hacendado de banana y masa de galleta;2.85;13.19
2;Helado mini cucurucho nata Hacendado;3.30;7.43
2;Helado cucurucho de vainilla Hacendado;2.40;3.33
2;Helado cucurucho Hacendado de nata;2.40;3.33
2;Helado mini cucurucho nata Hacendado sin azúcares añadidos;3.75;8.45
2;Helado cucurucho choco nata Hacendado;2.40;3.33
2;Helado cucurucho fresa nata;2.40;3.33
2;Helado cucurucho vainilla caramelo con nueces pecán Hacendado;3.10;5.54
2;Flash popitos Hacendado;1.50;1.50
2;Mini helados Hacendado;1.70;6.30
2;Helado lima limón Hacendado;2.40;3.64
2;Helado fresa Hacendado;2.40;3.64
2;Granizado de limón Hacendado sin azúcares añadidos;2.80;2.33
2;Helado sabor chocolate Hacendado;2.30;3.07
2;Granizado de limón Hacendado;2.60;2.17
2;Granizado agua de cebada Hacendado;3.10;2.58
2;Granizado de café Hacendado;3.10;2.58
2;Helado de horchata Hacendado;2.30;3.07
2;Helado de fresa Hacendado;2.30;3.07
2;Helado de naranja Hacendado;2.10;2.80
2;Helado de limón Hacendado;2.10;2.80
2;Helado sorbete de mango Hacendado;2.30;3.07
2;Helado de vainilla Hacendado;2.05;2.05
2;Helado de chocolate Hacendado;3.25;3.25
2;Helado de leche merengada Hacendado;2.85;2.85
2;Helado turrón Hacendado;3.00;6.00
2;Helado chocolate y cookies Hacendado;3.15;6.30
2;Helado vainilla praliné con nueces pecán Hacendado;3.50;3.68
2;Helado caramelo con salsa de caramelo salado y trozos de caramelo Hacendado;3.00;6.00
2;Sorbete con limón Hacendado;2.35;2.35
2;Helado stracciatella Hacendado;3.25;3.42
2;Helado capuccino Hacendado;3.25;3.42
2;Helado tarta de queso Hacendado con fresas;3.15;6.30
2;Helado sabor huevo de chocolate Hacendado;3.75;3.95
2;Helado menta choco con trocitos sabor chocolate Hacendado;3.15;6.30
2;Helado 3 sabores Hacendado chocolate. vainilla y fresa;2.25;2.25
2;Helado Biscuit Hacendado sabor galleta caramelizada;3.15;6.30
2;Helado Peanut Butter Cups Hacendado de crema de cacahuete;3.35;6.70
2;Helado Cookie Dough Hacendado de crema de vainilla con trozos de galletas;3.35;6.70
2;Helado Duo Brownie Hacendado de crema sabor vainilla y cacao;3.35;6.70
2;Tarta helada nata y chocolate Hacendado;2.00;2.00
2;Barra de helado sabor vainilla. chocolate y nata Hacendado;1.90;1.90
2;Obleas para helado Hacendado;0.70;13.46
2;Tubitos bañados chocolate negro Hacendado;2.75;18.33
2;Tubitos Hacendado;2.05;11.71
2;Cubos de hielo;4.25;0.43
2;Cubos de hielo;0.85;0.43
2;Hielo cocktail;1.30;0.65
2;Preparado de paella y sopa Hacendado ultracongelado;4.10;5.99
2;Gambón congelado;1084.05;10.95
2;Gambón grande congelado;19.90;9.95
2;Alistado pequeño congelado;1876.05;18.95
2;Alistado pequeño Hacendado congelado;20.82;17.95
2;Alistado mediano Hacendado ultracongelado;22.50;45.00
2;Langostino crudo Hacendado ultracongelado;5.95;9.92
2;Gamba blanca pequeña Hacendado congelada;1480.05;14.95
2;Gamba blanca pequeña Hacendado congelada;13.95;13.95
2;Langostino cocido y pelado Hacendado ultracongelado;4.75;21.59
2;Gamba pelada cruda tamaño mediano Hacendado ultracongelada;4.95;13.75
2;Langostino crudo y pelado Hacendado ultracongelado;3.95;17.95
2;Camarón boreal cocido y pelado Royal Greenland ultracongelado;4.25;21.25
2;Gamba pelada cruda tamaño grande Hacendado ultracongelada;5.95;16.53
2;Colas de gambón crudo Hacendado congelado;6.55;26.20
2;Buey de mar cocido Hacendado congelado;10.96;15.33
2;Nécora cocida Hacendado congelada;7.50;15.00
2;Palitos de surimi Hacendado ultracongelados;2.50;4.17
2;Carne de mejillón de Chile cocido Hacendado ultracongelado;2.35;8.55
2;Mejillón de Chile entero cocido Hacendado ultracongelado;3.25;7.22
2;Almeja Hacendado congelada;1.70;3.78
2;Caracoles precocidos Hacendado ultracongelados;3.95;11.29
2;Filetes de merluza del Cabo sin piel Hacendado ultracongelados;5.20;8.67
2;Rodaja de emperador Hacendado ultracongelado;4.47;14.90
2;Filetes de bacalao MareDeus ultracongelado;6.10;16.27
2;Tubo de pota Argentina limpio Hacendado congelado;1.50;15.00
2;Medallones de merluza del Cabo Hacendado ultracongelados;4.80;9.90
2;Sepia faraónica limpia Hacendado congelada;5.98;14.95
2;Filete de salmón rosado salvaje con piel Hacendado ultracongelado;3.88;12.95
2;Rodajas de merluza del Cabo Hacendado ultracongeladas;5.50;9.48
2;Rodajas de emperador pequeñas Hacendado ultracongeladas;12.95;14.39
2;Sepia faraónica troceada limpia Hacendado congelada;5.00;13.89
2;Calamar troceado limpio Hacendado congelado;4.95;10.42
2;Filetes de panga Hacendado ultracongelados;4.80;5.33
2;Lomos y centros de merluza del Cabo Hacendado ultracongelados;4.60;11.50
2;Fritura de pescado Hacendado ultracongelada;5.45;9.08
2;Porciones de bacalao sin piel MareDeus ultracongeladas;6.50;16.25
2;Rodaja de potón del Pacífico cocido Hacendado congelado;6.05;12.74
2;Rodaja de tintorera sin piel Hacendado ultracongelada;3.13;6.95
2;Porciones de merluza del Cabo sin piel Hacendado ultracongeladas;4.60;9.20
2;Sepia limpia pequeña Hacendado congelada;5.00;13.89
2;Cola de rape del Cabo sin piel Hacendado ultracongelada;8.98;17.95
2;Tinta de sepia Nortindal congelada;2.75;85.94
2;Filetes de merluza del Cabo grandes sin piel Hacendado ultracongelados;10.50;10.82
2;Merluza del Cabo sin cabeza Hacendado ultracongelada;5.77;8.25
2;Anillas de pota Argentina Hacendado congeladas;5.75;15.97
2;Pulpo crudo Hacendado congelado;17.95;17.95
2;Puntilla de la Índia Hacendado congelada;4.70;10.44
2;Lomos de salmón sin piel y sin espinas Hacendado congelado;6.50;26.00
2;Migas de bacalao sin piel MareDeus ultracongeladas;4.40;14.67
2;Calamar patagónico pequeño Hacendado ultracongelado;4.50;9.00
2;Rodajas de atún de aleta amarilla Hacendado congelado;4.38;17.50
2;Huevas de sepia Hacendado congeladas;6.95;19.86
2;Calamar grande Hacendado congelado;3.50;17.50
2;Croquetas de merluza Hacendado ultracongelados;2.10;6.00
2;Lomo de bacalao MareDeus ultracongelado;7.22;18.50
2;Lenguado negro limpio Hacendado ultracongelado;7.95;19.88
2;Ventrescas de merluza del Cabo Vento ultracongeladas;3.20;8.00
2;Pizzas tomate y queso Hacendado ultracongeladas;2.40;4.21
2;Pizza boloñesa Hacendado ultracongelada;2.60;6.50
2;Pizza masa fina 4 quesos Hacendado ultracongelada;2.50;6.41
2;Pizza atún Hacendado ultracongelada;2.60;6.67
2;Pizza Pepperoni barbacoa Hacendado ultracongelada;3.50;6.48
2;Pizza masa fina jamón Hacendado ultracongelada;2.50;6.25
2;Pizza Americana Hacendado ultracongelada;3.50;6.48
2;Pizza 4 quesos sin gluten y sin lactosa Hacendado ultracongelada;3.10;7.56
2;Pizza masa fina Barbacoa Hacendado ultracongelada;2.50;6.41
2;Bases de pizza artesanas extrafinas y crujientes Hacendado ultracongeladas;1.80;4.29
2;Bases de pizza sin gluten sin lactosa Hacendado ultracongeladas;3.80;9.50
2;Nuggets de pollo Hacendado ultracongelados;2.70;5.40
